203.157.16.0/20,"MOPH-TH-AP Information Technology Office",JP
203.170.80.0/21,"AUSTDOM-AS-AP Aust Domains International Pty Ltd.",AU
203.177.0.0/16,"GLOBE-TELECOM-AS Globe Telecoms",PH
203.189.96.0/20,"INTERQ GMO Internet,Inc",JP
203.192.0.0/19,,CN
203.192.237.0/24,"IN2CABLE-AP AS Number of In2cable.com (India) Ltd.",IN
203.196.16.0/21,"INFOSPHERE NTT PC Communications, Inc.",JP
203.198.128.0/20,"HKTIMS-AP PCCW Limited",HK
203.36.0.0/14,"ASN-TELSTRA Telstra Pty Ltd",AU
203.40.0.0/13,"ASN-TELSTRA Telstra Pty Ltd",AU
203.6.148.0/23,"UNS-AS-ID Universitas Sebelas Maret",ID
203.69.0.0/16,"HINET Data Communication Business Group",TW
203.98.92.0/24,"SERVERCENTRAL - Server Central Network",US
204.0.0.0/14,"NTT-COMMUNICATIONS-2914 - NTT America, Inc.",US
204.12.0.0/18,"LNH-INC - HostMySite",US
204.12.192.0/18,"WII-KC - WholeSale Internet, Inc.",US
204.139.52.0/24,"TCMC - The Commonwealth Medical College",US
204.15.247.0/24,"AETN-STAM-01 - A&E Television - Stamford",US
204.191.0.0/16,"ASN852 - TELUS Communications Inc.",CA
204.236.192.0/18,"AMAZON-AES - Amazon.com, Inc.",US
204.61.220.0/22,"QUASAR-DATA-CENTER - QUASAR DATA CENTER, LTD.",US
204.74.208.0/20,"TAKE2 - Take 2 Hosting, Inc.",US
204.9.201.0/24,"USCOLO-ASN - U.S. COLO, LLC",US
204.93.128.0/17,"SERVERCENTRAL - Server Central Network",US
204.93.160.0/24,"SERVERCENTRAL - Server Central Network",US
205.134.224.0/19,"NETRANGE - Corporate Colocation Inc.",US
205.185.198.0/24,"HWNG Eweka Internet Services B.V.",NL
205.185.222.0/24,"HWNG Eweka Internet Services B.V.",NL
205.186.128.0/19,"MEDIATEMPLE - Media Temple, Inc.",US
205.186.176.0/20,"MEDIATEMPLE - Media Temple, Inc.",US
205.204.32.0/20,"FIRSTDIGITAL - FirstDigital Communications, LLC",US
205.209.16.0/20,"LEVEL3 - Level 3 Communications, Inc.",US
205.234.152.0/24,"AS-COLOCROSSING - ColoCrossing",US
205.250.0.0/16,"ASN852 - TELUS Communications Inc.",CA
206.123.219.0/24,NO_N,ZZ
206.126.96.0/22,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
206.132.64.0/18,"LVLT-3549 - Level 3 Communications, Inc.",US
206.169.16.0/20,"TWTC - tw telecom holdings, inc.",US
206.217.128.0/20,"AS-COLOCROSSING - ColoCrossing",US
206.223.160.0/19,"BEANFIELD - Beanfield Technologies Inc.",CA
206.246.20.0/22,NO_N,ZZ
206.41.89.0/24,"FIBRENOIRE-INTERNET - Fibrenoire Inc.",CA
206.80.96.0/19,"INVOLTA - Involta",US
207.108.0.0/15,"CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC",US
207.111.192.0/18,"ICO-SV - ICOnetworks",US
207.114.240.0/20,"TWTC - tw telecom holdings, inc.",US
207.177.0.0/17,"INS-NET-2 - Iowa Network Services",US
207.201.223.192/26,"TWTC - tw telecom holdings, inc.",US
207.204.224.0/19,"RBLHST - Reliablehosting.com",US
207.210.192.0/18,"COLO4 - Colo4, LLC",US
207.210.64.0/19,"GNAXNET-AS - Global Net Access, LLC",US
207.210.64.0/20,"GNAXNET-AS - Global Net Access, LLC",US
207.228.103.0/24,"BLACKBRIDGE - Whipcord Ltd.",CA
207.244.64.0/18,"LEASEWEB-US - Leaseweb USA, Inc.",US
207.46.0.0/16,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
207.46.0.0/19,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
207.58.128.0/18,"SERVINT - ServInt",US
207.91.160.0/19,"NOL-AS - Networks On-Line",US
207.98.128.0/18,"WOW-INTERNET - WideOpenWest Finance LLC",US
207.98.192.0/19,"WOW-INTERNET - WideOpenWest Finance LLC",US
208.107.0.0/16,"MIDCO-NET - Midcontinent Media, Inc.",US
208.109.0.0/16,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
208.109.0.0/17,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
208.110.64.0/19,"WII-KC - WholeSale Internet, Inc.",US
208.112.0.0/17,"LNH-INC - HostMySite",US
208.113.128.0/17,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.128.0/20,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.144.0/21,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.152.0/21,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.160.0/19,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.192.0/21,"DREAMHOST-AS - New Dream Network, LLC",US
208.113.224.0/19,"DREAMHOST-AS - New Dream Network, LLC",US
208.115.96.0/19,"WOW - Wowrack.com",US
208.115.96.0/24,"WOW - Wowrack.com",US
208.117.0.0/18,"STEADFAST - Steadfast Networks",US
208.123.208.0/20,"ALENTUS - Alentus Corporation",US
208.131.128.0/19,"WESTHOST - WestHost, Inc.",US
208.167.224.0/19,"AS-CHOOPA - Choopa, LLC",US
208.42.212.0/24,"CENTURYLINK-LEGACY-LIGHTCORE - CenturyTel Internet Holdings, Inc.",US
208.43.0.0/16,"SOFTLAYER - SoftLayer Technologies Inc.",US
208.53.32.0/22,"CENTER-SEVEN - C7 Data Centers, Inc.",US
208.67.0.0/21,"WII-KC - WholeSale Internet, Inc.",US
208.68.36.0/22,"SERVERSTACK-ASN - ServerStack, Inc.",US
208.70.160.0/24,"GPDATACENTER - General Pacific, Inc.",US
208.71.136.0/21,"QWKNET - QWK.net Hosting, L.L.C.",US
208.77.156.0/22,"DBANK - DataBank Holdings, Ltd.",US
208.80.192.0/21,"WEBSENSE - Websense, Inc",US
208.80.80.0/22,"PINETEL - Pine Telephone System, Inc.",US
208.89.103.0/24,"NET2ATLANTA - NET2ATLANTA.COM LLC",US
208.91.198.0/23,"CONFLUENCE-NETWORK-INC - Confluence Networks Inc",VG
208.92.208.0/21,"ENTERHOST-AS - Enterhost",US
208.95.20.0/22,"ALTIUS-KY-AS - ALTIUS Broadband, LLC",US
208.97.176.0/21,"DREAMHOST-AS - New Dream Network, LLC",US
208.99.112.0/20,"WOW-DATACENTER-NET - WideOpenWest Finance LLC",US
209.11.159.0/24,"QTS-SJC-1 - Quality Technology Services Santa Clara, LLC",US
209.126.0.0/18,"CDM - CDM",US
209.126.64.0/19,"CDM - CDM",US
209.126.96.0/19,"SERVER4YOU - Hosting Solutions International, Inc.",US
209.128.64.0/19,"BAYAREA-AS - Bay Area Internet Solutions",US
209.133.192.0/19,"HVC-AS - HIVELOCITY VENTURES CORP",US
209.134.48.0/20,"CONNECTRIA - Connectria",US
209.136.208.0/20,"TWTC - tw telecom holdings, inc.",US
209.159.128.0/20,"AS-TRIT - Trit Networks, LLC",US
209.17.112.0/21,"NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC",US
209.19.138.0/24,"INVOLTA - Involta",US
209.19.176.0/20,"INVOLTA - Involta",US
209.190.0.0/17,"ENET-2 - eNET Inc.",US
209.190.192.0/18,"ATLANTECH - Atlantech Online, Inc.",US
209.200.16.0/20,"WEBAIR-INTERNET - Webair Internet Development Company Inc.",US
209.200.224.0/19,"ADDD2NET-COM-INC-DBA-LUNARPAGES - Lunar Pages",US
209.200.224.0/24,"ADDD2NET-COM-INC-DBA-LUNARPAGES - Lunar Pages",US
209.205.192.0/19,"24SHELLS - 24 SHELLS",US
209.212.144.0/20,"ASN-GIGENET - GigeNET",US
209.213.96.0/19,"PEER1 - Peer 1 Network (USA) Inc.",US
209.217.64.0/18,"MAGMA-COMM - Magma Communications Ltd.",CA
209.237.128.0/18,"ARVIG-2 - Arvig Enterprises Inc.",US
209.44.96.0/19,"NETELLIGENT - Netelligent Hosting Services Inc.",CA
209.51.128.0/19,"GNAXNET-AS - Global Net Access, LLC",US
209.54.32.0/20,"RACK59 - RACK59 Partners, LLC",US
209.58.176.0/21,"LSW-SG Leaseweb Asia Pacific pte. ltd.",SG
209.59.128.0/18,"LIQUID-WEB-INC - Liquid Web, Inc.",US
209.61.196.0/22,"HOPONE-GLOBAL - HopOne Internet Corporation",US
209.64.35.0/24,"BECLOUD-LLC - BECLOUD LLC",US
209.66.119.0/24,"AEG - AEG",US
209.89.0.0/16,"ASN852 - TELUS Communications Inc.",CA
210.101.128.0/18,"LGDACOM LG DACOM Corporation",KR
210.121.128.0/17,"KIXS-AS-KR Korea Telecom",KR
210.125.128.0/17,"KIXS-AS-KR Korea Telecom",KR
210.13.64.0/18,"CNCNET-CN China Netcom Corp.",CN
210.157.16.0/20,"INTERQ GMO Internet,Inc",JP
210.172.128.0/19,"INTERQ GMO Internet,Inc",JP
210.186.96.0/22,"TMNET-AS-AP TM Net, Internet Service Provider",MY
210.245.0.0/21,"FPT-AS-AP The Corporation for Financing & Promoting Technology",VN
210.28.160.0/21,"ERX-CERNET-BKB China Education and Research Network Center",CN
210.48.0.0/17,"ICONZ-AS ICONZ Ltd",NZ
210.48.152.0/22,"TMVADS-AP TM-VADS DC Hosting",MY
210.56.50.0/24,"SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited",HK
210.75.96.0/20,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
210.75.98.0/23,"CHINA169-BJ CNCGROUP IP network China169 Beijing Province Network",CN
210.91.0.0/16,"KIXS-AS-KR Korea Telecom",KR
211.110.0.0/16,"HANARO-AS Hanaro Telecom Inc.",KR
211.122.0.0/15,"OCN NTT Communications Corporation",JP
211.143.248.0/22,"CMNET-JIANGSU-AP China Mobile communications corporation",CN
211.192.0.0/13,"KIXS-AS-KR Korea Telecom",KR
211.20.0.0/16,"HINET Data Communication Business Group",TW
211.20.73.0/25,"HINET Data Communication Business Group",TW
211.200.0.0/13,"HANARO-AS Hanaro Telecom Inc.",KR
211.208.0.0/14,"HANARO-AS Hanaro Telecom Inc.",KR
211.244.0.0/16,"HANARO-AS Hanaro Telecom Inc.",KR
211.244.0.0/24,"HANARO-AS Hanaro Telecom Inc.",KR
211.79.112.0/20,"MONAD-TW-AP Monad Digitnamic Corp.",TW
212.1.208.0/21,"HOSTINGER-AS Hostinger International Limited",LT
212.108.128.0/19,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
212.11.64.0/19,"GRADWELL Gradwell Communications Limited",GB
212.112.112.0/20,"AKNET Ltd.",KG
212.113.208.0/20,"JPCINET JPC Infonet Ltd",GB
212.129.0.0/18,"AS12876 ONLINE S.A.S.",FR
212.129.22.0/23,"AS12876 ONLINE S.A.S.",FR
212.129.24.0/22,"AS12876 ONLINE S.A.S.",FR
212.129.28.0/23,"AS12876 ONLINE S.A.S.",FR
212.146.144.0/24,"ANET Nano Iletisim Bilisim Hizmetleri Teknoloji Sistemleri Sanayi ve Ticaret Ltd Sirketi",TR
212.152.181.192/27,"UTA-AS Tele2 Telecommunication GmbH",AT
212.16.0.0/19,"MSUNET Research and production firm _IMT-Center_ OOO",RU
212.160.172.0/24,"TPNET Orange Polska Spolka Akcyjna",PL
212.165.96.0/20,"XANTIC-IP XANTIC B.V.",NL
212.174.128.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
212.179.0.0/18,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
212.18.224.0/20,"DIMENOC - HostDime.com, Inc.",US
212.183.192.0/18,"ONO-AS VODAFONE ONO, S.A.",ES
212.193.224.0/19,"ASN-RUCENTER-HOSTING Autonomous Non-commercial Organization _Regional Network Information Center_",RU
212.21.64.0/19,"DHOSTING-NET D-hosting die Rackspace & Connectivity GmbH",DE
212.22.211.0/24,"FREENET-AS Freenet Ltd.",UA
212.225.128.0/17,"PROCONO-AS PROCONO S.A.",ES
212.227.0.0/16,"ONEANDONE-AS 1&1 Internet AG",DE
212.23.64.0/24,"OJSC _Vimpelcom_",RU
212.230.0.0/15,"AS15704 XTRA TELECOM S.A.",ES
212.247.0.0/16,TELE2,EU
212.250.0.0/16,"NTL Virgin Media Limited",GB
212.250.0.0/17,"NTL Virgin Media Limited",GB
212.250.16.0/24,"NTL Virgin Media Limited",GB
212.26.0.0/17,"ISU-RUH King Abdul Aziz City for Science and Technology",SA
212.29.192.0/18,"NV-ASN 013 NetVision Ltd.",IL
212.40.96.0/19,"EXTERNET-AS Externet Nyrt",HU
212.44.96.0/19,"DOMENCA-ASN Domenca d.o.o.",SI
212.47.192.0/19,"LINXTELECOM Linx Telecommunications B.V.",EE
212.47.224.0/19,"AS12876 ONLINE S.A.S.",FR
212.48.64.0/22,"AS20738 Webfusion Internet Solutions",GB
212.49.74.0/23,JAMBONET,KE
212.52.160.0/19,"INTEGRITY-HU-AS INTEGRITY Informatics Ltd.",HU
212.56.192.0/19,"ASN-OMD-FNO Orange Moldova SA",MD
212.57.160.0/19,"RU-SURNET PJSC Rostelecom",RU
212.66.96.0/19,"ASN-PANSERVICE Panservice",IT
212.68.192.0/18,"ASBRUTELE Brutele SC",BE
212.69.3.0/24,"ORIONTELEKOMTIM-AS Orion Telekom Tim d.o.o.Beograd",RS
212.74.192.0/19,"INTELECA-AS MTS PJSC",RU
212.76.140.0/23,"MNOGOBYTE-AS MnogoByte LLC",RU
212.83.128.0/19,"AS12876 ONLINE S.A.S.",FR
212.83.160.0/19,"AS12876 ONLINE S.A.S.",FR
212.84.160.0/19,"IOMART-AS Iomart",GB
212.84.186.0/24,"SOFTWAREHOUSE - SHI International Corp.",US
212.90.0.0/19,"ASN-CLOUDITALIA CLOUDITALIA TELECOMUNICAZIONI S.P.A.",IT
212.92.142.0/24,"VIMPELCOM-NN OJSC _Vimpelcom_",RU
212.93.192.0/19,"AWALNET-ASN ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD",SA
212.97.128.0/19,"SURFTOWNNET Surftown A/S",DK
213.111.128.0/18,"ALNET-AS PP SKS-Lugan",UA
213.136.70.0/23,"CONTABO Contabo GmbH",DE
213.136.82.0/23,"CONTABO Contabo GmbH",DE
213.137.244.0/22,"TRANSTELECOM Closed Joint Stock Company TransTeleCom",RU
213.161.192.0/19,"INFOCLIP-AS INFOCLIP SA",FR
213.162.224.0/19,"ASN-HIPERCOM Jakob Hatteland Solutions AS",NO
213.162.64.0/19,"TMA T-Mobile Austria GmbH",AT
213.163.64.0/19,"INTERACTIVE3D i3d B.V.",NL
213.171.192.0/19,"ONEANDONE-AS 1&1 Internet AG",DE
213.174.5.0/24,"UARNET-AS State Enterprise Scientific and Telecommunication Centre _Ukrainian Academic and Research Network_ of the Institute for Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)",UA
213.184.124.0/24,"ECATEL-AS Ecatel LTD",NL
213.184.225.0/24,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
213.184.244.0/24,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
213.185.32.0/19,"TNNET-AS TNNet Oy",FI
213.192.96.0/20,"TASK-AS Technical University of Gdansk, Academic Computer Center TASK",PL
213.197.128.0/18,"AS15440 UAB _Baltnetos komunikacijos_",LT
213.198.192.0/18,"YUNET-AS YUnet International d.o.o.",RS
213.198.249.0/24,"YUNET-AS YUnet International d.o.o.",RS
213.206.192.0/18,"INTERCONNECT ML Consultancy",NL
213.21.64.0/18,"T3 Telecom3 Sverige AB",SE
213.227.216.0/22,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY _FARLEP-INVEST_",RU
213.229.64.0/18,"SIMPLYTRANSIT Simply Transit Ltd",GB
213.230.64.0/18,"BRM _Uzbektelekom_ Joint Stock Company",UZ
213.230.80.0/21,"BRM _Uzbektelekom_ Joint Stock Company",UZ
213.231.0.0/18,"BREEZE-NETWORK TOV TRK _Briz_",UA
213.235.0.0/18,"MDNX - MDNX Internet Limited",GB
213.239.192.0/18,"HETZNER-AS Hetzner Online GmbH",DE
213.251.128.0/18,"OVH OVH SAS",FR
213.251.176.0/21,"OVH OVH SAS",FR
213.252.244.0/22,"IST-AS Informacines sistemos ir technologijos, UAB",LT
213.49.0.0/16,"BELGACOM-SKYNET-AS Proximus NV",BE
213.5.176.0/22,"RACKSRV RackSRV Communications Limited",GB
213.61.149.96/27,"COLT COLT Technology Services Group Limited",GB
213.7.164.0/22,"CYTA-NETWORK Cyprus Telecommunications Authority",CY
213.7.168.0/21,"CYTA-NETWORK Cyprus Telecommunications Authority",CY
213.74.112.0/20,"TELLCOM-AS TELLCOM ILETISIM HIZMETLERI A.S.",TR
213.87.128.0/19,"MTS MTS PJSC",RU
213.87.136.0/21,"MTS MTS PJSC",RU
213.90.0.0/17,"UTA-AS Tele2 Telecommunication GmbH",AT
213.92.128.0/18,"SERVCOM-AS Servcom sp. z o.o.",PL
213.96.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
216.104.160.0/19,"TIERRANET - TierraNet Inc.",US
216.107.144.0/20,"CDC-LMB1 - Continuum Data Centers, LLC.",US
216.127.128.0/19,"XECUNET - Xecunet, LLC.",US
216.137.144.0/20,"GLOBALCOMPASS - Cyber Wurx LLC",US
216.138.16.0/20,"ASN-ANW - Adams NetWorks, Inc.",US
216.144.240.0/20,"LIMESTONENETWORKS - Limestone Networks, Inc.",US
216.145.0.0/19,"WHIDBEY1 - Green House Data, Inc.",US
216.146.224.0/20,"SHELBYBB - Shelby Broadband",US
216.154.208.0/20,"QUALITYTECH-SUW-300 - Quality Technology Services, LLC.",US
216.158.196.0/23,"ENZUINC-US - Enzu Inc",US
216.159.0.0/17,"ICN-AS - Iowa Communications Network",US
216.16.128.0/20,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
216.165.128.0/18,"TDS-AS - TDS TELECOM",US
216.167.192.0/20,"APPLIEDI - Applied Innovations Corporation",US
216.17.0.0/19,"USINTERNET - US Internet Corp",US
216.17.104.0/21,"A1COLO-COM - A1COLO.COM",US
216.172.48.0/20,"SERVEREL Serverel Corp.",CZ
216.172.96.0/20,"ASN-EBLGLOBAL - EBL Global Networks, Inc.",US
216.186.176.0/20,"WOW-INTERNET - WideOpenWest Finance LLC",US
216.197.128.0/17,"SASKTEL - Saskatchewan Telecommunications",CA
216.227.216.0/22,"ADDD2NET-COM-INC-DBA-LUNARPAGES - Lunar Pages",US
216.230.96.0/19,"AS17054 - CONTINENTAL BROADBAND PENNSYLVANIA, INC.",US
216.231.128.0/20,"CDC-LMB1 - Continuum Data Centers, LLC.",US
216.239.128.0/20,"OMNIS-ANYCAST-1 - Omnis Network, LLC",US
216.246.45.0/24,"SERVERCENTRAL - Server Central Network",US
216.38.192.0/19,"ASN-VINS - ViaWest",US
216.45.48.0/20,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
216.51.128.0/17,"INS-NET-2 - Iowa Network Services",US
216.60.0.0/14,"ATT-INTERNET4 - AT&T Services, Inc.",US
216.64.128.0/20,"TWTC - tw telecom holdings, inc.",US
216.67.224.0/19,"FORTRESSITX - FortressITX",US
216.70.112.0/21,"MEDIATEMPLE - Media Temple, Inc.",US
216.70.80.0/20,"MEDIATEMPLE - Media Temple, Inc.",US
216.97.224.0/20,"ADDD2NET-COM-INC-DBA-LUNARPAGES - Lunar Pages",US
216.99.144.0/20,"AS40676 - Psychz Networks",US
217.103.0.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
217.107.0.0/18,"RTCOMM-AS OJSC RTComm.RU",RU
217.114.208.0/20,"KEYWEB-AS Keyweb AG",DE
217.12.112.0/20,"ASN-OMD-FNO Orange Moldova SA",MD
217.12.192.0/19,"ITLAS ITL Company",UA
217.12.202.0/23,"ITL-BG ITL Company",BG
217.12.215.0/24,"ITLAS ITL Company",UA
217.12.218.0/24,"ITLDC-NL ITL Company",UA
217.120.0.0/14,"ZIGGO Ziggo B.V.",NL
217.125.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
217.131.160.0/19,"TELLCOM-AS TELLCOM ILETISIM HIZMETLERI A.S.",TR
217.142.0.0/15,"BORDERLIGHT-AS Borderlight AB",SE
217.146.192.0/21,"LINEACOM-AS LINEA COM S R L",IT
217.146.64.0/20,"ZONE Zone Media Autonomous System",EE
217.149.48.0/20,"NBLNETWORKS-AS Nebula Oy",FI
217.156.128.0/17,"LVLT-3549 - Level 3 Communications, Inc.",US
217.160.0.0/16,"ONEANDONE-AS 1&1 Internet AG",DE
217.160.132.0/22,"ONEANDONE-AS 1&1 Internet AG",DE
217.160.136.0/21,"ONEANDONE-AS 1&1 Internet AG",DE
217.168.176.0/20,"AZERCELL-AS Azercell Telecom AS",AZ
217.174.240.0/20,"ONEANDONE-AS 1&1 Internet AG",DE
217.19.209.0/24,"IDK-NETWORK JSCC Interdnestrcom",MD
217.195.176.0/20,"NIANET-AS Nianet A/S",DK
217.196.135.0/24,NO_N,ZZ
217.199.176.0/20,"AS20738 Webfusion Internet Solutions",GB
217.218.225.0/25,"DCI-AS Information Technology Company (ITC)",IR
217.219.0.0/16,"DCI-AS Information Technology Company (ITC)",IR
217.23.0.0/20,"WORLDSTREAM WorldStream",NL
217.26.48.0/20,"HOSTPOINT-AS Hostpoint AG",CH
217.28.144.0/20,"PETROTEL-AS Petrotel Sp. z o.o.",PL
217.29.176.0/20,"MARK-ITT-AS OOO Communication Company _Mark-ITT_",RU
217.29.50.0/23,"TELENET-JSC-AS Telenet Ltd.",RU
217.32.0.0/12,"BT-UK-AS BT Public Internet Service",GB
217.65.192.0/20,"TELENOR_DOO_AS Telenor d.o.o. Beograd",RS
217.69.128.0/20,"MAILRU-AS Limited liability company Mail.Ru",RU
217.69.143.0/24,"MAILRU-AS Limited liability company Mail.Ru",RU
217.69.32.0/20,"TOLLON Tollon Group Limited",GB
217.74.224.0/20,"LIQUID-AS Liquid Telecommunications Ltd",GB
217.76.128.0/19,"AS_ARSYS-EURO-1 ARSYS INTERNET S.L.",ES
217.79.176.0/20,"MYLOC-AS myLoc managed IT AG",DE
217.79.64.0/24,"TELECOMS-AS Telecoms-Net Ltd.",BG
217.9.0.0/20,"RDR-AS JV Renaissance-DR Ltd.",UA
218.103.64.0/18,"HKTIMS-AP PCCW Limited",HK
218.200.0.0/13,"CMNET-GD Guangdong Mobile Communication Co.Ltd.",CN
218.205.0.0/19,"CMNET-JIANGSU-AP China Mobile communications corporation",CN
218.213.224.0/24,"HKNET-VIPNET NTT Com Asia Limited",HK
218.213.69.0/24,"HKNET-VIPNET NTT Com Asia Limited",HK
218.213.77.0/24,"HKNET-VIPNET NTT Com Asia Limited",HK
218.28.0.0/15,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
218.29.111.104/29,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
218.52.0.0/14,"HANARO-AS Hanaro Telecom Inc.",KR
219.128.0.0/13,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
219.166.0.0/15,"OCN NTT Communications Corporation",JP
219.85.192.0/18,"SONET-TW Sony Network Taiwan Limited",TW
219.92.0.0/16,"TMNET-AS-AP TM Net, Internet Service Provider",MY
219.94.128.0/17,"SAKURA-C SAKURA Internet Inc.",JP
220.129.0.0/16,"HINET Data Communication Business Group",TW
220.135.0.0/18,"HINET Data Communication Business Group",TW
220.142.0.0/16,"HINET Data Communication Business Group",TW
220.173.0.0/16,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
220.181.0.0/16,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
220.181.128.0/20,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
220.181.96.0/19,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
220.224.240.0/22,"BSES-AS-AP BSES TeleCom Limited",IN
221.0.0.0/15,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
221.132.32.0/20,"VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)",VN
221.132.64.0/19,"NEXG-AS-KR NEXG",KR
221.160.0.0/13,"KIXS-AS-KR Korea Telecom",KR
221.176.0.0/13,"CMNET-GD Guangdong Mobile Communication Co.Ltd.",CN
221.178.128.0/17,"CMNET-JIANGSU-AP China Mobile communications corporation",CN
221.214.0.0/15,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
221.240.0.0/12,"UCOM UCOM Corp.",JP
222.122.0.0/16,"KIXS-AS-KR Korea Telecom",KR
222.124.12.0/22,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
222.163.0.0/16,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
222.208.0.0/13,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
222.232.0.0/13,"HANARO-AS Hanaro Telecom Inc.",KR
222.76.0.0/14,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
222.88.0.0/15,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
223.130.24.0/22,"SYNERGYWHOLESALE-AP SYNERGY WHOLESALE PTY LTD",AU
223.205.128.0/17,"JASTEL-NETWORK-TH-AP JasTel Network International Gateway",TH
223.30.30.0/24,"SIFY-AS-IN Sify Limited",IN
223.94.128.0/18,"CMNET-ZHEJIANG-AP China Mobile communications corporation",CN
23.100.0.0/15,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
23.110.0.0/16,"NOBIS-TECH - Nobis Technology Group, LLC",US
23.20.0.0/14,"AMAZON-AES - Amazon.com, Inc.",US
23.20.0.0/15,"AMAZON-AES - Amazon.com, Inc.",US
23.227.190.0/24,"INCERO - Incero LLC",US
23.227.192.0/20,"SWIFTWAY-AS Swiftway Sp. z o.o.",GB
23.229.0.0/17,"SERVER-MANIA - B2 Net Solutions Inc.",US
23.236.112.0/20,"C3 - C3 Networks Inc",US
23.238.0.0/17,"HOSTWINDS - Hostwinds LLC.",US
23.24.0.0/15,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
23.247.148.0/24,"MICFO - Micfo, LLC.",US
23.251.32.0/19,"AS40676 - Psychz Networks",US
23.254.128.0/17,"HOSTWINDS - Hostwinds LLC.",US
23.254.96.0/21,"AS-COLOCROSSING - ColoCrossing",US
23.27.44.0/24,"EGIHOSTING - EGIHosting",US
23.82.80.0/21,"NOBIS-TECH - Nobis Technology Group, LLC",US
23.91.112.0/20,"SINGLEHOP-INC - SingleHop",US
23.91.64.0/20,"COLO4-CO - Colo4, LLC",US
23.92.208.0/20,"DACEN-2 - Centrilogic, Inc.",US
23.92.60.0/23,"DIMENOC - HostDime.com, Inc.",US
23.92.65.0/24,"INCERO - Incero LLC",US
23.94.0.0/15,"AS-COLOCROSSING - ColoCrossing",US
23.94.144.0/20,"AS-COLOCROSSING - ColoCrossing",US
23.94.16.0/20,"AS-COLOCROSSING - ColoCrossing",US
23.94.160.0/19,"AS-COLOCROSSING - ColoCrossing",US
23.94.60.0/22,"AS-COLOCROSSING - ColoCrossing",US
23.95.24.0/21,"AS-COLOCROSSING - ColoCrossing",US
23.95.43.0/25,"AS-COLOCROSSING - ColoCrossing",US
24.115.0.0/16,"PTD-AS - PenTeleData Inc.",US
24.142.128.0/18,"SCRR-10796 - Time Warner Cable Internet LLC",US
24.144.224.0/19,"ACS-INTERNET - Armstrong Cable Services",US
24.168.64.0/19,"SCRR-12271 - Time Warner Cable Internet LLC",US
24.172.120.0/21,"SCRR-11426 - Time Warner Cable Internet LLC",US
24.178.96.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
24.196.64.0/18,"CHARTER-NET-HKY-NC - Charter Communications",US
24.205.240.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
24.220.0.0/16,"MIDCO-NET - Midcontinent Media, Inc.",US
