cidr	origin	asname	country
2001:49f0:1024::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:1025::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:2001::/48	174	"Cogent Communications"	US
2001:49f0:2002::/48	174	"Cogent Communications"	US
2001:49f0:2003::/48	174	"Cogent Communications"	US
2001:49f0:2004::/48	174	"Cogent Communications"	US
2001:49f0:2005::/48	174	"Cogent Communications"	US
2001:49f0:2006::/48	174	"Cogent Communications"	US
2001:49f0:2007::/48	174	"Cogent Communications"	US
2001:49f0:2008::/48	174	"Cogent Communications"	US
2001:49f0:2009::/48	174	"Cogent Communications"	US
2001:49f0:200a::/48	174	"Cogent Communications"	US
2001:49f0:200b::/48	174	"Cogent Communications"	US
2001:49f0:200c::/48	174	"Cogent Communications"	US
2001:49f0:200d::/48	174	"Cogent Communications"	US
2001:49f0:200e::/48	174	"Cogent Communications"	US
2001:49f0:200f::/48	174	"Cogent Communications"	US
2001:49f0:2010::/48	174	"Cogent Communications"	US
2001:49f0:2011::/48	174	"Cogent Communications"	US
2001:49f0:2012::/48	174	"Cogent Communications"	US
2001:49f0:2013::/48	174	"Cogent Communications"	US
2001:49f0:2014::/48	174	"Cogent Communications"	US
2001:49f0:2015::/48	174	"Cogent Communications"	US
2001:49f0:2016::/48	174	"Cogent Communications"	US
2001:49f0:2017::/48	174	"Cogent Communications"	US
2001:49f0:2018::/48	174	"Cogent Communications"	US
2001:49f0:2019::/48	174	"Cogent Communications"	US
2001:49f0:201a::/48	174	"Cogent Communications"	US
2001:49f0:201b::/48	174	"Cogent Communications"	US
2001:49f0:201c::/48	174	"Cogent Communications"	US
2001:49f0:201d::/48	174	"Cogent Communications"	US
2001:49f0:201e::/48	174	"Cogent Communications"	US
2001:49f0:201f::/48	174	"Cogent Communications"	US
2001:49f0:2020::/48	174	"Cogent Communications"	US
2001:49f0:2021::/48	174	"Cogent Communications"	US
2001:49f0:2022::/48	174	"Cogent Communications"	US
2001:49f0:2023::/48	174	"Cogent Communications"	US
2001:49f0:2024::/48	174	"Cogent Communications"	US
2001:49f0:2025::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:2026::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:2027::/48	174	"Cogent Communications"	US
2001:49f0:2028::/48	174	"Cogent Communications"	US
2001:49f0:2029::/48	174	"Cogent Communications"	US
2001:49f0:202a::/48	174	"Cogent Communications"	US
2001:49f0:202b::/48	174	"Cogent Communications"	US
2001:49f0:202c::/48	174	"Cogent Communications"	US
2001:49f0:202d::/48	174	"Cogent Communications"	US
2001:49f0:202e::/48	174	"Cogent Communications"	US
2001:49f0:202f::/48	174	"Cogent Communications"	US
2001:49f0:2030::/48	174	"Cogent Communications"	US
2001:49f0:2031::/48	174	"Cogent Communications"	US
2001:49f0:2032::/48	174	"Cogent Communications"	US
2001:49f0:2033::/48	174	"Cogent Communications"	US
2001:49f0:2034::/48	174	"Cogent Communications"	US
2001:49f0:2035::/48	174	"Cogent Communications"	US
2001:49f0:2036::/48	174	"Cogent Communications"	US
2001:49f0:2037::/48	174	"Cogent Communications"	US
2001:49f0:2039::/48	174	"Cogent Communications"	US
2001:49f0:203a::/48	174	"Cogent Communications"	US
2001:49f0:203b::/48	174	"Cogent Communications"	US
2001:49f0:203c::/48	174	"Cogent Communications"	US
2001:49f0:203d::/48	174	"Cogent Communications"	US
2001:49f0:203e::/48	174	"Cogent Communications"	US
2001:49f0:203f::/48	174	"Cogent Communications"	US
2001:49f0:2040::/48	174	"Cogent Communications"	US
2001:49f0:2041::/48	174	"Cogent Communications"	US
2001:49f0:2042::/48	174	"Cogent Communications"	US
2001:49f0:2043::/48	174	"Cogent Communications"	US
2001:49f0:2044::/48	174	"Cogent Communications"	US
2001:49f0:2045::/48	174	"Cogent Communications"	US
2001:49f0:2046::/48	174	"Cogent Communications"	US
2001:49f0:2047::/48	174	"Cogent Communications"	US
2001:49f0:2048::/48	174	"Cogent Communications"	US
2001:49f0:2049::/48	174	"Cogent Communications"	US
2001:49f0:204a::/48	174	"Cogent Communications"	US
2001:49f0:204b::/48	174	"Cogent Communications"	US
2001:49f0:204c::/48	174	"Cogent Communications"	US
2001:49f0:204d::/48	174	"Cogent Communications"	US
2001:49f0:204e::/48	174	"Cogent Communications"	US
2001:49f0:204f::/48	174	"Cogent Communications"	US
2001:49f0:2920::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:3000::/48	174	"Cogent Communications"	US
2001:49f0:3001::/48	174	"Cogent Communications"	US
2001:49f0:3002::/48	174	"Cogent Communications"	US
2001:49f0:3003::/48	174	"Cogent Communications"	US
2001:49f0:3004::/48	174	"Cogent Communications"	US
2001:49f0:3005::/48	174	"Cogent Communications"	US
2001:49f0:3006::/48	174	"Cogent Communications"	US
2001:49f0:3007::/48	174	"Cogent Communications"	US
2001:49f0:30a0::/48	174	"Cogent Communications"	US
2001:49f0:4000::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:4021::/48	174	"Cogent Communications"	US
2001:49f0:5000::/48	174	"Cogent Communications"	US
2001:49f0:6000:700::/64	6461	"Abovenet Communications, Inc"	US
2001:49f0:6000::/48	174	"Cogent Communications"	US
2001:49f0:6001::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:6002::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:6003::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:6004::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:6005::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:7000::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:7001::/48	174	"Cogent Communications"	US
2001:49f0:7002::/48	174	"Cogent Communications"	US
2001:49f0::/64	6461	"Abovenet Communications, Inc"	US
2001:49f0:a000::/36	6461	"Abovenet Communications, Inc"	US
2001:49f0:a004::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a005::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a006::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a007::/48	174	"Cogent Communications"	US
2001:49f0:a008::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a009::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a00a::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a00b::/48	174	"Cogent Communications"	US
2001:49f0:a00c::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a00d::/48	174	"Cogent Communications"	US
2001:49f0:a00f::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a010::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a011::/48	174	"Cogent Communications"	US
2001:49f0:a012::/48	174	"Cogent Communications"	US
2001:49f0:a013::/48	174	"Cogent Communications"	US
2001:49f0:a014::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a015::/48	174	"Cogent Communications"	US
2001:49f0:a016::/48	174	"Cogent Communications"	US
2001:49f0:a017::/48	174	"Cogent Communications"	US
2001:49f0:a018::/48	174	"Cogent Communications"	US
2001:49f0:a019::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a01a::/48	174	"Cogent Communications"	US
2001:49f0:a01b::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a01e::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a01f::/48	174	"Cogent Communications"	US
2001:49f0:a020::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a021::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a022::/48	174	"Cogent Communications"	US
2001:49f0:a023::/48	174	"Cogent Communications"	US
2001:49f0:a024::/48	174	"Cogent Communications"	US
2001:49f0:a025::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a026::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a027::/48	174	"Cogent Communications"	US
2001:49f0:a028::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a029::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02a::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02b::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02c::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02d::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02e::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a02f::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a030::/48	174	"Cogent Communications"	US
2001:49f0:a031::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a032::/48	174	"Cogent Communications"	US
2001:49f0:a033::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a034::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a035::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a036::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a038::/48	174	"Cogent Communications"	US
2001:49f0:a039::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a03a::/48	174	"Cogent Communications"	US
2001:49f0:a03b::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a03c::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a03d::/48	174	"Cogent Communications"	US
2001:49f0:a03e::/48	174	"Cogent Communications"	US
2001:49f0:a040::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a041::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a042::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a043::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a044::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a045::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a046::/48	174	"Cogent Communications"	US
2001:49f0:a047::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a048::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a049::/48	174	"Cogent Communications"	US
2001:49f0:a04a::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a04b::/48	174	"Cogent Communications"	US
2001:49f0:a04c::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a04d::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a04f::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a050::/48	174	"Cogent Communications"	US
2001:49f0:a052::/48	174	"Cogent Communications"	US
2001:49f0:a053::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a054::/48	174	"Cogent Communications"	US
2001:49f0:a055::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a056::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a058::/48	174	"Cogent Communications"	US
2001:49f0:a059::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a05a::/48	174	"Cogent Communications"	US
2001:49f0:a05c::/48	174	"Cogent Communications"	US
2001:49f0:a05d::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a05e::/48	174	"Cogent Communications"	US
2001:49f0:a05f::/48	174	"Cogent Communications"	US
2001:49f0:a062::/48	174	"Cogent Communications"	US
2001:49f0:a063::/48	174	"Cogent Communications"	US
2001:49f0:a064::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a065::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a066::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a067::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a068::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a069::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a06a::/48	174	"Cogent Communications"	US
2001:49f0:a06b::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:a070::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:b000::/36			US
2001:49f0:c000:400::/56	6461	"Abovenet Communications, Inc"	US
2001:49f0:c000:500::/56	6461	"Abovenet Communications, Inc"	US
2001:49f0:d000::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d001::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d001::/56	6461	"Abovenet Communications, Inc"	US
2001:49f0:d002::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d002::/56	6461	"Abovenet Communications, Inc"	US
2001:49f0:d003::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d003::/56	6461	"Abovenet Communications, Inc"	US
2001:49f0:d004::/48	174	"Cogent Communications"	US
2001:49f0:d005::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d006::/48	174	"Cogent Communications"	US
2001:49f0:d007::/48	174	"Cogent Communications"	US
2001:49f0:d008::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d009::/48	174	"Cogent Communications"	US
2001:49f0:d00a::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d00b::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d00c::/48	174	"Cogent Communications"	US
2001:49f0:d00d::/48	6461	"Abovenet Communications, Inc"	US
2001:49f0:d00e::/48	174	"Cogent Communications"	US
2001:49f0:d00f::/48	174	"Cogent Communications"	US
2001:49f0:d010::/48	174	"Cogent Communications"	US
2001:49f0:d011::/48	174	"Cogent Communications"	US
2001:49f0:d012::/48	174	"Cogent Communications"	US
2001:49f0:d013::/48	174	"Cogent Communications"	US
2001:49f0:d014::/48	174	"Cogent Communications"	US
2001:49f0:d015::/48	174	"Cogent Communications"	US
2001:49f0:d016::/48	174	"Cogent Communications"	US
2001:49f0:d017::/48	174	"Cogent Communications"	US
2001:49f0:d018::/48	174	"Cogent Communications"	US
2001:49f0:d01a::/48	174	"Cogent Communications"	US
2001:49f0:d01c::/48	174	"Cogent Communications"	US
2001:49f0:d01d::/48	174	"Cogent Communications"	US
2001:49f0:d01e::/48	174	"Cogent Communications"	US
2001:49f0:d01f::/48	174	"Cogent Communications"	US
2001:49f0:d020::/48	174	"Cogent Communications"	US
2001:49f0:d021::/48	174	"Cogent Communications"	US
2001:49f0:d022::/48	174	"Cogent Communications"	US
2001:49f0:d027::/48	174	"Cogent Communications"	US
2001:49f0:d02b::/48	174	"Cogent Communications"	US
2001:49f0:d02d::/48	174	"Cogent Communications"	US
2001:49f0:d02e::/48	174	"Cogent Communications"	US
2001:49f0:d030::/48	174	"Cogent Communications"	US
2001:49f0:d031::/48	174	"Cogent Communications"	US
2001:49f0:d040::/48	174	"Cogent Communications"	US
2001:4b98::/32	29169	"Gandi SAS - Domain name registrar - http://www.gandi.net"	FR
2001:4b98:abcb::/48	29169	"Gandi SAS - Domain name registrar - http://www.gandi.net"	FR
2001:4ba0::/32	24961	"myLoc managed IT AG"	DE
2001:67c:1334:1::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:2::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:3::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:4::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:5::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:6::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:7::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:8::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334:9::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:1334::/64	33891	"Core-Backbone GmbH"	DE
2001:67c:192c::/48	24961	"myLoc managed IT AG"	DE
2001:67c:2394::/48	25504	"Vautron Rechenzentrum AG"	DE
2001:67c:2f08::/48	46844	Sharktech	GB
2001:7f8:33::/64			DE
2001:bc8::/32	12876	"ONLINE S.A.S."	FR
2001:bf0:69::/48	12732	"GutCon GmbH"	DE
2001:bf0::/29	12732	"GutCon GmbH"	DE
2001:bf0::/32	12732	"GutCon GmbH"	DE
2001:df1:800::/48	59253		SG
2001:df1:801::/48	133752		SG
201.0.0.0/17	27699	"TELEFÔNICA BRASIL S.A"	BR
201.110.128.0/19	8151	"Uninet S.A. de C.V."	MX
201.112.0.0/13			MX
201.116.0.0/18	8151	"Uninet S.A. de C.V."	MX
201.131.124.0/22	33182	"HostDime.com, Inc."	MX
201.131.124.0/24	33182	"HostDime.com, Inc."	MX
201.14.128.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.147.128.0/18	8151	"Uninet S.A. de C.V."	MX
201.147.155.0/24	8151	"Uninet S.A. de C.V."	MX
201.148.0.0/19	18734	"Operbes, S.A. de C.V."	MX
201.150.149.0/24	61817	"Halley Telecom Comercio & Serviço Ltda Me"	BR
201.150.21.0/24	262955	"COMUNICACOES LTDA"	BR
201.16.192.0/18	16735	"TELECOM S/A"	BR
201.160.192.0/20	28554	"Cablemas Telecomunicaciones SA de CV"	MX
201.171.148.0/22	8151	"Uninet S.A. de C.V."	MX
201.175.12.0/24	22908	"Sixsigma Networks Mexico, S.A. de C.V."	MX
201.18.128.0/17	7738	"Telemar Norte Leste S.A."	BR
201.186.128.0/23	14117	"Telefonica del Sur S.A."	CL
201.2.64.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.20.0.0/19	16397	"SOLUCOES DE TECNOLOGIA EM INFORMATICA S.A."	BR
201.20.32.0/20	16397	"SOLUCOES DE TECNOLOGIA EM INFORMATICA S.A."	BR
201.204.0.0/17	11830	"Instituto Costarricense de Electricidad y Telecom."	CR
201.208.0.0/14	8048	"Servicios, Venezuela"	VE
201.212.32.0/19	10481	"Prima S.A."	AR
201.213.192.0/19	10481	"Prima S.A."	AR
201.24.0.0/16	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.249.0.0/19	8048	"Servicios, Venezuela"	VE
201.25.192.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.25.64.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.251.64.0/18	22927	"Telefonica de Argentina"	AR
201.252.152.0/21	7303	"Telecom Argentina S.A."	AR
201.26.0.0/16	27699	"TELEFÔNICA BRASIL S.A"	BR
201.27.0.0/16	27699	"TELEFÔNICA BRASIL S.A"	BR
201.34.0.0/16	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.37.128.0/18	28573	S.A.	BR
201.4.0.0/16	7738	"Telemar Norte Leste S.A."	BR
201.4.32.0/19	7738	"Telemar Norte Leste S.A."	BR
201.40.0.0/15	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.42.0.0/15	27699	"TELEFÔNICA BRASIL S.A"	BR
201.45.0.0/16	4230	S.A.	BR
201.45.252.144/28	4230	S.A.	BR
201.47.192.0/18	18881	"Global Village Telecom"	BR
201.49.72.0/21	28263	"Ensite Brasil Telecomunicações Ltda - ME"	BR
201.50.64.0/18	7738	"Telemar Norte Leste S.A."	BR
201.51.64.0/18	7738	"Telemar Norte Leste S.A."	BR
201.54.160.0/20	28624	"SILVEIRA - ME"	BR
201.54.76.0/23	22689	"Internet by Sercomtel S.A."	BR
201.55.0.0/18	28637	"Cia Proc. de Dados do Estado de S Paulo - Prodesp"	BR
201.68.0.0/15	27699	"TELEFÔNICA BRASIL S.A"	BR
201.7.0.0/17	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.70.0.0/17	17379	"Intelig Telecomunicações Ltda."	BR
201.74.240.0/21	28573	S.A.	BR
201.76.16.0/20	28573	S.A.	BR
201.76.32.0/19	27715	"Locaweb Serviços de Internet S/A"	BR
201.76.7.0/24	28642	"Contato Internet Ltda EPP"	BR
201.77.112.0/20	28649	"Desktop Sigmanet Comunicação Multimídia Ltda"	BR
201.81.0.0/16	28573	S.A.	BR
201.82.0.0/16	28573	S.A.	BR
201.85.23.80/28	15180	"DIVEO S.A."	BR
201.88.0.0/15	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.88.192.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.89.0.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.89.128.0/18	8167	"Brasil Telecom S/A - Filial Distrito Federal"	BR
201.92.0.0/15	27699	"TELEFÔNICA BRASIL S.A"	BR
201.94.194.0/23	22689	"Internet by Sercomtel S.A."	BR
201.94.200.0/21	22689	"Internet by Sercomtel S.A."	BR
201.94.234.0/24	22689	"Internet by Sercomtel S.A."	BR
202.106.128.0/18	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
202.124.240.0/21	24446	"NetRegistry Pty Ltd."	AU
202.130.32.0/24	45671	"Servers Australia Pty Ltd"	AU
202.137.24.0/22	9905	"Linknet ASN"	ID
202.146.208.0/21	24469	"Net Quadrant Pty Ltd"	AU
202.154.3.0/24	4434	"PT Rahajasa Media Internet"	ID
202.170.67.0/24	45237	"Bodicom ISP Ulaanbaatar"	MN
202.172.24.0/21	37907	"DigiRock, Inc."	JP
202.228.128.0/18	4678	"Canon IT Solutions Inc."	JP
202.43.144.0/20	4808	"CNCGROUP IP network China169 Beijing Province Network"	CN
202.46.32.0/19	24413	"ShenZhen Sunrise Technology Co.,Ltd."	CN
202.46.49.0/24	55967	"Beijing Baidu Netcom Science and Technology Co., Ltd."	CN
202.5.133.0/24	58626	"MAGSNET INC."	PK
202.58.32.0/19	9667	"Hostworks Pty Ltd"	AU
202.6.16.0/20	24299	"Internet Solution & Service Provider Co., Ltd"	TH
202.62.85.0/24	17483	"CityOnline Services Ltd"	IN
202.67.35.0/24	45727	"Hutchison CP Telecommunications, PT"	ID
202.67.41.0/24	45727	"Hutchison CP Telecommunications, PT"	ID
202.69.240.0/21	21321	"Areti Internet Ltd."	HK
202.70.173.0/24	17990	"GLOBALNET COMMUNICATION LTD."	HK
202.70.36.0/24	17882	"The first E-commerce and TriplePlay Service ISP in Mongolia."	MN
202.77.96.0/19	9905	"Linknet ASN"	ID
203.104.0.0/21	9650	"QLD Government Business (IT)"	AU
203.106.128.0/17	4788	"TM Net, Internet Service Provider"	MY
203.106.72.0/22	4788	"TM Net, Internet Service Provider"	MY
203.124.100.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.108.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.112.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.116.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.120.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.124.0/22	26496	"GoDaddy.com, LLC"	SG
203.124.96.0/19	26496	"GoDaddy.com, LLC"	SG
203.124.96.0/22	26496	"GoDaddy.com, LLC"	SG
203.128.75.0/24	18103	"Neuviz Net"	ID
203.130.192.0/19	17974	"PT Telekomunikasi Indonesia"	ID
203.130.196.0/24	17974	"PT Telekomunikasi Indonesia"	ID
203.130.215.0/24	17974	"PT Telekomunikasi Indonesia"	ID
203.142.128.0/19	9443	"Primus Telecommunications"	AU
203.150.230.0/23	4618	"Internet Thailand Company Limited"	TH
203.151.96.0/19	4618	"Internet Thailand Company Limited"	TH
203.157.16.0/20	9649	"Information Technology Office"	TH
203.170.80.0/21	38719	"Aust Domains International Pty Ltd."	AU
203.177.0.0/16	4775	"Globe Telecoms"	PH
203.189.96.0/20	7506	"GMO Internet,Inc"	JP
203.192.0.0/19	17781	"Xinhua News Agency"	CN
203.192.237.0/24	17665	"AS Number of In2cable.com (India) Ltd."	IN
203.196.16.0/21	2514	"NTT PC Communications, Inc."	JP
203.198.128.0/20	4760	"PCCW Limited"	HK
203.36.0.0/14	1221	"Telstra Pty Ltd"	AU
203.40.0.0/13	1221	"Telstra Pty Ltd"	AU
203.6.148.0/23	55684	"Universitas Sebelas Maret"	ID
203.60.0.0/17	45187	"Rackspace IT Hosting AS IT Hosting Provider Hong Kong"	HK
203.62.208.0/24	12703	"Pulsant (Scotland) Ltd"	GB
203.62.209.0/24	12703	"Pulsant (Scotland) Ltd"	GB
203.69.0.0/16	3462	"Data Communication Business Group"	TW
203.83.220.0/22	38895	"Amazon.com Tech Telecom"	SG
203.98.92.0/24	23352	"Server Central Network"	AU
204.0.0.0/14	2914	"NTT America, Inc."	US
204.10.5.0/24	15085	"Immedion, LLC"	US
204.117.64.0/24	13354	"EBL Global Networks, Inc."	US
204.12.0.0/18	20021	HostMySite	US
204.12.192.0/18	32097	"WholeSale Internet, Inc."	US
204.12.96.0/19	20021	HostMySite	US
204.139.52.0/24	22342	"The Commonwealth Medical College"	US
204.147.76.0/22	10929	"Netelligent Hosting Services Inc."	CA
204.15.247.0/24	32257	"A&E Television - Stamford"	US
204.152.192.0/19	46446	"California Telecom"	US
204.152.192.0/24	46446	"California Telecom"	US
204.152.193.0/24	46446	"California Telecom"	US
204.152.198.0/24	8100	"QuadraNet, Inc"	US
204.152.213.0/24	8100	"QuadraNet, Inc"	US
204.152.214.0/24	8100	"QuadraNet, Inc"	US
204.152.218.0/24	8100	"QuadraNet, Inc"	US
204.152.222.0/23	29761	"QuadraNet, Inc"	US
204.153.39.0/24	13768	"Peer 1 Network (USA) Inc."	US
204.155.28.0/23	14576	"Hosting Solution Ltd."	US
204.155.30.0/23	14576	"Hosting Solution Ltd."	US
204.188.192.0/18	46844	Sharktech	US
204.19.138.0/24	13768	"Peer 1 Network (USA) Inc."	CA
204.191.0.0/16	852	"TELUS Communications Inc."	CA
204.212.120.0/21	11816	SetarNet	AW
204.225.249.0/24	13768	"Peer 1 Network (USA) Inc."	CA
204.232.128.0/18	27357	"Rackspace Hosting"	US
204.232.192.0/19	33070	"Rackspace Hosting"	US
204.232.224.0/19	27357	"Rackspace Hosting"	US
204.236.128.0/18	16509	"Amazon.com, Inc."	US
204.236.192.0/18	14618	"Amazon.com, Inc."	US
204.236.224.0/19	14618	"Amazon.com, Inc."	US
204.238.229.0/24	32748	"Steadfast Networks"	US
204.246.160.0/22	16509	"Amazon.com, Inc."	US
204.246.164.0/23	38895	"Amazon.com Tech Telecom"	US
204.246.166.0/24	38895	"Amazon.com Tech Telecom"	US
204.246.167.0/24	16509	"Amazon.com, Inc."	US
204.246.168.0/24	16509	"Amazon.com, Inc."	US
204.246.169.0/24	16509	"Amazon.com, Inc."	US
204.246.174.0/24	16509	"Amazon.com, Inc."	US
204.246.175.0/24	16509	"Amazon.com, Inc."	US
204.246.176.0/24	16509	"Amazon.com, Inc."	US
204.246.179.0/24	16509	"Amazon.com, Inc."	US
204.246.180.0/24	16509	"Amazon.com, Inc."	US
204.246.181.0/24	16509	"Amazon.com, Inc."	US
204.246.182.0/24	16509	"Amazon.com, Inc."	US
204.246.185.0/24	16509	"Amazon.com, Inc."	US
204.246.186.0/24	16509	"Amazon.com, Inc."	US
204.246.188.0/24	16509	"Amazon.com, Inc."	US
204.246.189.0/24	16509	"Amazon.com, Inc."	US
204.246.190.0/24	16509	"Amazon.com, Inc."	US
204.246.191.0/24	16509	"Amazon.com, Inc."	US
204.28.100.0/22	15085	"Immedion, LLC"	US
204.28.100.0/24	15085	"Immedion, LLC"	US
204.28.101.0/24	15085	"Immedion, LLC"	US
204.28.102.0/24	15085	"Immedion, LLC"	US
204.28.103.0/24	15085	"Immedion, LLC"	US
204.44.112.0/20	8100	"QuadraNet, Inc"	US
204.44.64.0/18	8100	"QuadraNet, Inc"	US
204.44.67.0/24	8100	"QuadraNet, Inc"	US
204.44.68.0/24	8100	"QuadraNet, Inc"	US
204.44.96.0/20	8100	"QuadraNet, Inc"	US
204.45.0.0/16	174	"Cogent Communications"	US
204.45.0.0/23	174	"Cogent Communications"	US
204.45.100.0/24	6461	"Abovenet Communications, Inc"	US
204.45.101.0/24	6461	"Abovenet Communications, Inc"	US
204.45.102.0/24	6461	"Abovenet Communications, Inc"	US
204.45.103.0/24	174	"Cogent Communications"	US
204.45.105.0/24	174	"Cogent Communications"	US
204.45.106.0/24	6461	"Abovenet Communications, Inc"	US
204.45.107.0/24	6461	"Abovenet Communications, Inc"	US
204.45.108.0/24	6461	"Abovenet Communications, Inc"	US
204.45.109.0/24	6461	"Abovenet Communications, Inc"	US
204.45.11.0/24	174	"Cogent Communications"	US
